student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout
S05991,1,1,1,80.65,29.81,16.0,5.0,0,0
S05992,4,1,0,76.56,41.09,26.0,5.0,0,0
S05993,7,1,1,57.95,38.57,23.0,1.0,1,0
S05994,6,0,0,99.57,47.58,28.0,5.0,0,0
S05995,2,1,1,76.99,46.41,20.0,6.0,0,0
S05996,2,1,1,,35.96,25.0,6.0,0,0
S05997,7,0,0,78.36,59.03,38.0,1.0,1,0
S05998,8,1,0,75.84,50.07,31.0,2.0,0,0
S05999,7,0,0,69.37,48.09,23.0,4.0,0,0
S06000,1,1,1,67.61,36.66,19.0,8.0,0,0
S06001,5,1,1,86.77,43.47,,5.0,0,0
S06002,7,0,1,97.92,58.18,21.0,0.0,0,0
S06003,6,1,1,41.46,23.17,10.0,6.0,1,0
S06004,5,1,0,90.46,57.08,38.0,7.0,0,0
S06005,4,1,1,72.3,45.16,23.0,0.0,1,0
S06006,2,0,1,75.55,51.34,19.0,4.0,0,0
S06007,3,1,1,92.27,53.14,24.0,0.0,0,0
S06008,6,1,0,32.18,27.44,8.0,0.0,2,1
S06009,1,0,1,84.22,19.09,17.0,1.0,0,0
S06010,1,1,1,91.24,52.63,22.0,0.0,1,0
S06011,4,1,1,61.67,54.39,31.0,2.0,0,0
S06012,7,1,0,51.09,34.54,7.0,6.0,0,0
S06013,6,1,0,96.6,41.27,25.0,5.0,0,0
S06014,5,0,1,45.65,19.2,15.0,3.0,1,0
S06015,5,1,0,78.28,59.2,21.0,2.0,0,0
S06016,1,1,1,87.35,73.55,29.0,2.0,0,0
S06017,3,0,1,77.95,51.6,,2.0,0,0
S06018,1,0,0,80.47,74.06,13.0,4.0,1,0
S06019,7,0,1,68.02,38.7,27.0,3.0,0,0
S06020,7,1,1,78.94,99.56120627218205,20.0,5.0,0,0
S06021,3,0,1,61.37,23.69,16.0,0.0,1,1
S06022,3,1,0,63.32,47.76,35.0,1.0,0,0
S06023,3,1,1,72.53,22.33,11.0,1.0,1,0
S06024,8,1,1,48.9,35.5,19.0,4.0,1,0
S06025,4,0,1,80.66,43.75,35.0,5.0,0,0
S06026,7,1,1,34.79,6.53,4.0,4.0,1,1
S06027,4,0,1,77.44,55.51,19.0,2.0,1,0
S06028,6,1,1,78.85,48.38,22.0,5.0,0,0
S06029,5,0,0,60.08,22.73,13.0,4.0,1,1
S06030,3,1,1,53.49,22.85,16.0,3.0,2,0
S06031,8,0,0,65.88,24.7,27.0,0.0,1,0
S06032,6,0,0,81.6,37.84,23.0,1.0,0,0
S06033,7,1,1,77.19,40.11,32.0,6.0,0,0
S06034,8,0,1,55.33,40.13,28.0,2.0,0,0
S06035,2,1,1,73.59,44.47,26.0,5.0,0,0
S06036,1,1,1,75.93,34.88,28.0,,0,0
S06037,5,0,1,75.29,29.68,19.0,5.0,1,0
S06038,3,0,1,57.2,40.95,0.0,0.0,0,0
S06039,4,1,1,74.34,52.51,28.0,0.0,0,0
S06040,2,1,1,85.77,60.61,34.0,1.0,0,0
S06041,4,1,1,80.05,45.19,27.0,2.0,0,0
S06042,4,0,1,,35.53,,2.0,0,0
S06043,3,1,0,96.64,56.0,,2.0,0,0
S06044,6,0,1,74.52,37.19,27.0,1.0,1,0
S06045,5,1,1,,99.10863606636836,30.0,5.0,0,0
S06046,4,1,1,59.42,27.65,23.0,3.0,1,0
S06047,1,1,1,74.64,60.99,34.0,8.0,0,0
S06048,5,0,1,50.44,29.96,25.0,0.0,0,0
S06049,2,0,1,67.34,32.4,11.0,4.0,0,0
S06050,3,0,1,78.96,61.5,31.0,1.0,0,0
S06051,4,0,1,89.57,36.84,24.0,3.0,0,0
S06052,2,0,1,48.84,34.57,5.0,2.0,1,0
S06053,4,1,0,73.49,35.31,21.0,1.0,0,0
S06054,3,0,1,70.98,97.26231795267749,,7.0,0,0
S06055,7,0,1,72.56,47.7,18.0,0.0,1,0
S06056,7,1,1,74.12,42.14,9.0,4.0,0,0
S06057,1,0,0,71.52,21.78,11.0,3.0,0,0
S06058,5,0,1,92.88,49.45,34.0,1.0,0,0
S06059,6,1,1,90.66,49.44,23.0,3.0,0,0
S06060,4,0,1,100.0,38.1,16.0,1.0,1,0
S06061,4,0,0,71.84,38.16,11.0,3.0,2,0
S06062,7,1,1,65.84,47.87,22.0,3.0,0,1
S06063,4,0,1,57.48,29.53,23.0,3.0,1,0
S06064,1,0,1,64.21,42.88,16.0,,0,0
S06065,3,0,1,82.72,48.66,31.0,0.0,0,0
S06066,3,0,1,85.03,,34.0,0.0,0,0
S06067,4,1,1,82.13,49.68,20.0,4.0,0,0
S06068,2,0,1,62.03,45.73,18.0,1.0,2,0
S06069,2,0,1,62.11,22.01,14.0,1.0,2,0
S06070,8,0,1,4.162311103213967,95.70856151490959,,0.0,1,0
S06071,2,1,0,59.52,39.27,13.0,2.0,1,0
S06072,6,0,1,93.25,48.96,20.0,1.0,0,0
S06073,6,1,0,78.07,33.37,25.0,4.0,0,0
S06074,5,0,0,,43.19,27.0,2.0,0,0
S06075,8,1,1,54.23,36.1,20.0,4.0,1,0
S06076,1,0,1,,36.26,27.0,5.0,2,0
S06077,3,0,1,78.26,55.06,32.0,4.0,1,0
S06078,2,0,1,58.36,25.7,18.0,6.0,1,0
S06079,5,0,1,95.32,57.57,26.0,4.0,0,0
S06080,6,1,1,68.88,35.18,14.0,4.0,2,0
S06081,8,1,1,82.51,48.0,14.0,5.0,1,0
S06082,4,1,1,81.3,99.0627632084864,35.0,3.0,1,0
S06083,2,0,1,96.33,25.43,29.0,6.0,0,0
S06084,8,1,0,65.43,16.26,6.0,2.0,0,0
S06085,6,0,1,73.59,46.67,33.0,0.0,0,0
S06086,7,1,1,,48.51,16.0,1.0,0,0
S06087,4,1,1,73.55,95.55217435136016,31.0,10.0,2,0
S06088,4,1,1,89.1,63.47,26.0,11.0,0,0
S06089,4,1,0,75.29,46.54,17.0,10.0,0,0
S06090,6,1,1,,37.69,36.0,8.0,0,0
S06091,2,1,0,79.8,47.49,29.0,5.0,0,0
S06092,8,0,0,63.89,27.75,17.0,3.0,1,0
S06093,2,1,1,78.84,40.06,35.0,4.0,0,0
S06094,4,0,1,,31.55,22.0,4.0,2,0
S06095,3,0,1,60.02,39.36,23.0,4.0,0,0
S06096,6,1,1,53.74,7.59,7.0,1.0,1,0
S06097,6,0,0,72.24,26.92,13.0,1.0,0,0
S06098,8,1,1,71.09,38.56,32.0,2.0,0,0
S06099,7,0,0,90.08,40.16,11.0,6.0,0,0
S06100,2,0,1,70.51,46.1,21.0,2.0,1,0
S06101,2,1,1,56.96,24.67,18.0,1.0,1,0
S06102,8,0,1,95.39,56.45,27.0,3.0,0,0
S06103,4,1,1,27.83,34.53,6.0,2.0,1,1
S06104,1,1,1,72.58,42.34,26.0,5.0,1,0
S06105,7,1,1,75.26,43.19,19.0,3.0,2,0
S06106,6,0,1,71.85,40.85,29.0,2.0,0,0
S06107,1,1,0,79.5,39.36,30.0,9.0,0,0
S06108,7,0,1,73.66,35.16,22.0,0.0,1,0
S06109,5,0,1,79.49,48.92,19.0,1.0,0,0
S06110,5,0,1,62.97,23.17,18.0,2.0,0,0
S06111,7,0,1,50.11,28.84,31.0,4.0,2,0
S06112,4,0,1,71.3,30.43,16.0,0.0,0,0
S06113,4,0,1,56.6,41.83,29.0,1.0,0,0
S06114,5,0,1,61.07,23.28,4.0,1.0,1,0
S06115,2,1,1,89.42,43.18,22.0,4.0,0,0
S06116,2,0,1,95.37,47.88,26.0,3.0,0,0
S06117,7,0,1,89.14,55.76,36.0,2.0,1,0
S06118,2,0,1,86.36,61.54,28.0,1.0,0,0
S06119,5,0,1,72.9,59.66,33.0,1.0,1,0
S06120,3,1,1,87.23,35.63,25.0,3.0,0,0
S06121,2,1,1,77.33,44.05,24.0,5.0,0,0
S06122,5,1,1,100.0,63.04,30.0,6.0,0,0
S06123,7,1,1,58.23,58.9,34.0,4.0,1,0
S06124,4,0,1,82.09,30.15,17.0,3.0,0,0
S06125,2,1,0,53.04,29.1,12.0,6.0,1,1
S06126,2,0,0,82.18,51.45,18.0,3.0,0,0
S06127,2,0,1,46.21,21.72,18.0,1.0,0,1
S06128,8,0,1,53.8,19.82,7.0,2.0,2,0
S06129,3,0,1,52.76,31.6,30.0,2.0,0,0
S06130,3,1,1,75.78,46.0,24.0,1.0,1,0
S06131,1,0,0,77.32,42.13,28.0,3.0,0,0
S06132,4,0,1,100.0,62.71,36.0,2.0,0,0
S06133,8,0,1,70.63,33.23,22.0,4.0,0,0
S06134,4,1,1,83.59,59.51,28.0,2.0,0,0
S06135,6,1,1,74.41,46.61,,6.0,1,0
S06136,2,1,1,82.33,30.13,30.0,3.0,0,0
S06137,2,1,1,74.15,44.39,17.0,3.0,0,0
S06138,6,1,0,88.49,30.32,20.0,2.0,0,0
S06139,1,0,1,56.21,28.31,,0.0,1,0
S06140,4,0,0,35.29,17.84,9.0,0.0,0,1
S06141,3,0,1,78.26,98.02596976037556,9.0,5.0,0,0
S06142,1,0,0,44.92,29.47,9.0,5.0,1,1
S06143,5,1,0,91.68,77.85,42.0,2.0,0,0
S06144,8,0,1,63.78,13.9,18.0,6.0,1,0
S06145,1,0,0,56.43,23.29,13.0,3.0,0,0
S06146,7,1,1,100.0,52.35,21.0,6.0,0,0
S06147,5,0,1,71.72,36.16,18.0,2.0,1,0
S06148,6,0,1,68.85,14.41,12.0,3.0,0,0
S06149,1,0,1,83.22,60.68,30.0,1.0,0,1
S06150,7,1,1,84.23,48.65,27.0,3.0,0,0
S06151,1,0,1,89.09,56.25,26.0,2.0,0,0
S06152,8,0,0,52.01,30.93,9.0,6.0,0,1
S06153,6,0,0,80.04,48.13,38.0,0.0,1,0
S06154,3,1,1,67.6,21.7,15.0,1.0,1,0
S06155,1,0,1,58.18,30.16,12.0,1.0,2,0
S06156,5,0,1,72.72,26.12,21.0,0.0,1,0
S06157,1,1,1,44.83,34.62,12.0,0.0,0,0
S06158,5,1,0,85.84,61.64,31.0,6.0,2,0
S06159,7,0,0,67.64,45.19,28.0,0.0,0,0
S06160,3,0,1,64.84,37.66,27.0,2.0,0,1
S06161,2,0,1,69.93,59.02,41.0,3.0,0,0
S06162,2,1,1,69.49,44.32,8.0,5.0,0,0
S06163,2,0,1,89.11,56.68,30.0,2.0,0,0
S06164,1,1,1,55.56,41.39,12.0,3.0,0,0
S06165,2,1,1,66.27,58.05,36.0,4.0,0,0
S06166,6,1,1,68.75,98.04756482778566,23.0,2.0,1,0
S06167,3,0,1,56.02,35.55,0.0,1.0,1,0
S06168,7,1,0,74.39,17.07,27.0,3.0,1,0
S06169,7,1,1,61.14,39.82,21.0,7.0,1,0
S06170,7,1,1,50.94,32.35,21.0,6.0,0,0
S06171,5,0,1,79.89,49.65,19.0,2.0,1,0
S06172,3,1,0,95.21,39.55,33.0,3.0,0,0
S06173,8,1,1,72.73,27.89,21.0,2.0,1,1
S06174,2,1,0,70.45,54.54,16.0,2.0,0,0
S06175,4,1,1,70.13,46.59,24.0,8.0,1,0
S06176,4,0,0,64.26,39.46,21.0,5.0,0,0
S06177,6,0,1,89.55,48.92,37.0,3.0,0,0
S06178,5,1,0,73.41,30.74,23.0,7.0,0,0
S06179,7,1,1,39.32,,15.0,6.0,0,1
S06180,8,1,0,89.98,38.43,19.0,2.0,0,0
S06181,4,0,1,86.31,,39.0,0.0,0,0
S06182,7,0,1,81.02,96.20590309468422,19.0,5.0,0,0
S06183,2,1,1,30.67,10.93,15.0,7.0,0,1
S06184,8,1,1,71.96,50.57,25.0,6.0,1,0
S06185,2,0,1,85.4,20.04,28.0,3.0,2,0
S06186,7,0,1,77.69,18.48,31.0,1.0,0,0
S06187,4,1,1,75.08,40.72,6.0,6.0,1,0
S06188,8,0,0,85.43,62.87,23.0,6.0,1,0
S06189,2,0,1,74.09,16.37,29.0,0.0,0,0
S06190,4,0,1,90.05,53.11,44.0,1.0,0,0
S06191,8,0,0,,59.19,23.0,2.0,0,0
S06192,1,0,1,73.23,14.77,3.0,0.0,0,0
S06193,3,1,1,85.39,56.09,,1.0,0,0
S06194,1,1,1,66.02,95.21080089560672,20.0,3.0,1,0
S06195,3,1,1,55.54,,25.0,4.0,1,0
S06196,4,1,1,,52.51,23.0,1.0,0,0
S06197,5,0,1,80.86,43.59,,0.0,0,0
S06198,3,0,0,85.88,43.24,35.0,3.0,1,0
S06199,2,0,1,85.96,40.54,32.0,5.0,0,0
S06200,2,0,1,70.97,31.42,16.0,8.0,2,0
S06201,8,1,1,69.43,24.5,27.0,4.0,0,0
S06202,8,0,1,63.12,,15.0,0.0,1,1
S06203,2,1,0,75.75,21.66,21.0,1.0,0,0
S06204,2,0,1,47.38,38.36,9.0,0.0,0,0
S06205,1,0,0,72.34,30.93,20.0,3.0,0,1
S06206,8,0,1,100.0,57.45,40.0,3.0,0,0
S06207,6,0,1,,13.84,0.0,5.0,1,0
S06208,7,1,1,74.35,62.69,32.0,1.0,0,0
S06209,3,1,1,77.67,49.37,26.0,3.0,1,0
S06210,6,0,1,79.6,53.4,22.0,3.0,1,0
S06211,1,1,1,57.5,26.22,17.0,1.0,1,0
S06212,6,1,1,79.73,48.05,18.0,0.0,0,0
S06213,5,0,1,63.98,36.27,6.0,1.0,0,0
S06214,3,0,1,50.59,24.88,8.0,1.0,0,0
S06215,6,0,1,86.28,42.84,12.0,0.0,0,0
S06216,6,0,1,81.97,,15.0,1.0,1,0
S06217,4,1,1,57.5,27.57,4.0,3.0,0,1
S06218,2,0,0,63.84,48.08,29.0,0.0,1,0
S06219,1,0,1,63.3,21.21,9.0,0.0,1,0
S06220,8,1,1,47.35,0.0,13.0,4.0,0,0
S06221,3,0,1,83.44,43.87,35.0,1.0,0,0
S06222,3,1,1,84.0,43.98,,3.0,0,0
S06223,6,0,1,67.01,38.26,18.0,0.0,0,0
S06224,3,0,0,71.58,39.52,20.0,5.0,0,0
S06225,4,0,0,73.72,35.56,24.0,1.0,1,0
S06226,6,0,1,75.67,,41.0,1.0,0,0
S06227,5,0,1,51.79,23.45,18.0,8.0,2,0
S06228,6,1,1,79.33,50.11,30.0,4.0,0,0
S06229,1,1,1,54.37,51.03,34.0,5.0,1,0
S06230,4,1,1,82.22,39.73,28.0,2.0,0,0
S06231,4,0,1,56.03,34.41,26.0,0.0,0,0
S06232,6,1,1,52.5,27.56,19.0,7.0,0,0
S06233,2,0,1,71.58,30.74,26.0,0.0,3,0
S06234,2,1,1,71.24,43.69,14.0,1.0,0,0
S06235,7,1,1,73.56,40.12,14.0,7.0,0,0
S06236,6,1,1,,56.31,14.0,2.0,0,0
S06237,7,0,1,75.04,33.73,31.0,0.0,1,0
S06238,3,1,1,76.45,44.44,31.0,4.0,0,0
S06239,8,1,1,89.49,55.93,39.0,1.0,0,0
S06240,3,0,0,74.78,33.22,23.0,1.0,0,0
S06241,6,1,1,63.01,48.27,,4.0,0,0
S06242,2,0,1,51.79,26.38,19.0,5.0,2,1
S06243,8,0,1,49.05,19.14,13.0,0.0,0,1
S06244,3,1,1,,50.53,22.0,5.0,0,0
S06245,7,1,1,83.9,31.03,15.0,3.0,0,0
S06246,3,0,1,58.65,,16.0,0.0,1,0
S06247,7,0,0,75.83,33.04,23.0,1.0,0,0
S06248,4,0,1,69.39,39.75,31.0,0.0,0,0
S06249,1,0,1,82.77,50.95,36.0,2.0,0,0
S06250,2,0,0,84.99,53.96,28.0,4.0,1,0
S06251,6,0,1,38.01,28.81,27.0,1.0,2,0
S06252,2,1,1,87.48,44.38,30.0,0.0,0,0
S06253,3,0,0,75.78,50.13,32.0,1.0,0,0
S06254,5,0,1,64.03,26.04,19.0,0.0,0,0
S06255,3,0,1,64.45,41.98,11.0,3.0,0,0
S06256,2,0,1,72.48,67.01,19.0,7.0,1,0
S06257,5,0,1,64.44,41.99,31.0,4.0,1,0
S06258,6,0,0,57.94,35.93,15.0,4.0,1,0
S06259,6,0,1,61.38,19.9,15.0,1.0,1,0
S06260,8,0,1,56.4,30.32,17.0,0.0,1,0
S06261,1,1,1,92.2,57.11,27.0,0.0,0,0
S06262,4,1,1,72.84,49.19,32.0,6.0,0,0
S06263,2,0,1,100.0,56.91,,0.0,0,0
S06264,8,0,1,77.57,37.89,24.0,3.0,0,0
S06265,5,0,1,80.83,44.44,30.0,0.0,0,0
S06266,1,0,1,,96.1145657843346,59.0,0.0,1,0
S06267,6,1,0,68.73,30.5,22.0,6.0,1,0
S06268,1,1,1,73.09,48.77,16.0,1.0,1,0
S06269,3,0,0,62.44,41.99,16.0,3.0,0,0
S06270,6,0,1,65.03,24.92,23.0,6.0,2,0
S06271,5,0,1,78.3,65.78,28.0,2.0,0,0
S06272,7,0,0,78.6,44.63,10.0,3.0,0,0
S06273,5,1,0,51.95,21.25,12.0,4.0,1,0
S06274,7,0,1,76.26,37.23,18.0,0.0,0,0
S06275,5,0,1,80.3,46.58,32.0,5.0,0,0
S06276,1,0,0,63.15,20.58,14.0,3.0,1,0
S06277,1,0,1,61.62,14.66,15.0,4.0,0,0
S06278,7,0,1,78.62,35.79,21.0,1.0,1,0
S06279,1,0,1,33.4,30.16,15.0,3.0,0,0
S06280,4,0,0,72.03,27.46,30.0,0.0,1,0
S06281,1,0,1,96.52,54.53,35.0,1.0,0,0
S06282,3,1,1,33.05,18.08,17.0,2.0,0,1
S06283,5,0,0,84.34,47.09,37.0,3.0,0,0
S06284,2,0,1,80.17,,11.0,0.0,0,0
S06285,4,1,0,50.43,36.67,19.0,1.0,0,0
S06286,8,0,1,79.81,99.14584809790809,22.0,1.0,1,0
S06287,1,1,1,87.02,39.58,18.0,2.0,0,0
S06288,1,1,1,54.35,33.35,14.0,1.0,0,0
S06289,3,0,1,61.39,27.75,24.0,2.0,1,0
S06290,7,0,1,72.39,53.26,34.0,0.0,0,0
S06291,4,1,0,86.67,99.83564907815672,17.0,6.0,1,0
S06292,6,0,1,63.88,31.83,24.0,3.0,1,0
S06293,1,0,1,,,38.0,2.0,0,0
S06294,6,1,1,62.03,33.52,33.0,4.0,1,0
S06295,1,0,1,,13.22,0.0,1.0,0,0
S06296,6,1,1,87.7,74.69,,10.0,0,0
S06297,2,1,1,73.59,45.26,,2.0,0,0
S06298,7,1,1,66.64,29.68,2.0,1.0,0,0
S06299,3,1,1,71.51,30.57,16.0,1.0,1,0
S06300,2,1,1,59.99,28.42,28.0,3.0,1,0
S06301,3,0,1,57.08,32.63,20.0,4.0,1,0
S06302,1,1,1,90.05,95.71340035754245,24.0,3.0,0,0
S06303,2,1,1,96.57,50.62,32.0,4.0,0,0
S06304,5,1,0,45.13,37.14,17.0,4.0,0,1
S06305,3,1,1,80.73,63.8,,3.0,0,0
S06306,3,1,1,84.88,45.5,26.0,3.0,0,0
S06307,7,0,0,53.82,33.81,23.0,2.0,2,0
S06308,1,1,1,,29.91,14.0,8.0,0,0
S06309,4,0,0,63.34,23.69,8.0,8.0,2,0
S06310,2,0,1,100.0,48.1,27.0,0.0,2,0
S06311,4,0,0,96.79,26.78,24.0,5.0,0,0
S06312,3,1,0,58.18,25.16,13.0,2.0,1,0
S06313,1,1,0,50.11,12.99,1.0,3.0,0,0
S06314,1,0,1,83.59,48.16,28.0,6.0,1,0
S06315,7,0,0,80.16,72.62,32.0,2.0,0,0
S06316,1,0,1,90.66,52.3,23.0,0.0,0,0
S06317,7,0,1,56.11,30.72,11.0,0.0,1,0
S06318,8,0,1,82.85,41.4,25.0,6.0,0,0
S06319,4,1,1,61.02,96.204894203345,11.0,1.0,0,0
S06320,3,0,0,81.35,49.71,34.0,6.0,0,0
S06321,7,0,0,71.44,27.72,15.0,3.0,0,1
S06322,8,0,1,100.0,58.43,28.0,1.0,0,0
S06323,1,0,1,78.71,31.42,,1.0,0,0
S06324,8,1,1,67.29,37.84,29.0,3.0,2,0
S06325,8,0,1,74.07,38.31,,6.0,0,0
S06326,2,0,0,70.49,44.46,38.0,0.0,0,0
S06327,1,1,1,54.68,47.51,19.0,1.0,2,0
S06328,6,0,0,100.0,70.82,42.0,2.0,0,0
S06329,1,1,1,95.98,40.72,28.0,5.0,0,0
S06330,5,1,1,69.36,25.27,14.0,3.0,1,0
S06331,1,1,1,82.5,48.42,26.0,0.0,0,0
S06332,6,1,1,100.0,67.9,27.0,7.0,1,0
S06333,2,0,0,90.55,39.32,13.0,4.0,0,0
S06334,1,0,0,67.39,28.13,29.0,1.0,1,0
S06335,1,0,0,70.68,41.73,,0.0,0,0
S06336,2,0,0,46.24,19.29,,3.0,1,1
S06337,5,0,1,83.62,68.67,30.0,0.0,0,0
S06338,1,0,1,90.64,43.02,,4.0,0,0
S06339,7,0,0,90.75,46.24,40.0,5.0,0,0
S06340,5,0,1,,43.51,30.0,1.0,0,0
S06341,3,1,0,77.29,32.51,23.0,2.0,0,0
S06342,8,0,1,57.03,97.54152067474878,23.0,1.0,1,1
S06343,6,0,0,76.8,40.16,,2.0,0,0
S06344,6,0,1,62.53,45.08,20.0,3.0,1,0
S06345,2,1,0,79.88,75.14,35.0,5.0,1,0
S06346,6,0,1,60.54,25.83,9.0,0.0,0,0
S06347,5,1,1,79.78,27.48,18.0,3.0,1,0
S06348,8,0,0,91.85,44.95,26.0,1.0,0,0
S06349,4,0,1,77.66,34.49,22.0,5.0,0,0
S06350,6,1,1,76.93,54.1,33.0,3.0,0,0
S06351,3,0,1,85.7,47.91,16.0,7.0,0,0
S06352,1,0,1,98.56,,32.0,1.0,0,0
S06353,2,0,1,70.39,35.63,17.0,1.0,0,0
S06354,7,0,1,79.82,48.23,39.0,4.0,0,0
S06355,6,0,1,94.67,66.34,38.0,1.0,0,0
S06356,3,0,1,82.04,57.9,28.0,2.0,1,0
S06357,6,0,0,41.96,,19.0,8.0,0,0
S06358,1,1,1,61.27,39.32,8.0,3.0,0,0
S06359,1,0,1,83.27,57.01,43.0,7.0,1,0
S06360,5,0,1,66.0,24.57,14.0,2.0,0,0
S06361,5,1,1,,67.48,40.0,0.0,0,0
S06362,8,0,0,99.87,58.62,37.0,4.0,0,0
S06363,7,1,1,63.15,38.64,21.0,4.0,0,0
S06364,3,0,1,56.51,36.33,27.0,10.0,0,0
S06365,7,1,1,66.58,19.39,28.0,2.0,1,0
S06366,4,1,0,,45.74,21.0,9.0,0,0
S06367,7,0,1,95.04,44.78,27.0,0.0,0,0
S06368,2,1,1,56.47,34.84,18.0,0.0,1,0
S06369,1,1,1,83.14,50.65,26.0,1.0,0,0
S06370,1,1,0,92.82,98.63696749367303,33.0,6.0,0,0
S06371,8,0,1,84.29,60.34,35.0,3.0,0,0
S06372,1,0,1,78.55,99.36981399827953,29.0,3.0,0,0
S06373,8,0,0,69.57,97.30012231454937,23.0,0.0,1,0
S06374,6,1,1,99.73,99.2861173225551,27.0,3.0,0,0
S06375,2,0,1,68.32,39.11,24.0,2.0,1,0
S06376,7,0,1,86.22,47.07,14.0,3.0,1,0
S06377,2,1,0,69.62,28.96,15.0,4.0,2,0
S06378,2,0,1,44.37,21.09,17.0,0.0,0,0
S06379,5,1,1,,40.6,28.0,3.0,2,0
S06380,3,0,0,69.66,31.38,21.0,0.0,0,1
S06381,3,1,1,69.85,33.12,23.0,0.0,1,1
S06382,2,0,1,62.1,41.07,22.0,3.0,1,0
S06383,5,0,1,81.39,,31.0,1.0,0,0
S06384,1,0,1,83.06,48.48,25.0,1.0,1,0
S06385,2,0,1,67.41,23.51,13.0,3.0,0,0
S06386,5,0,1,67.29,40.35,24.0,3.0,0,0
S06387,4,0,0,56.24,30.52,32.0,2.0,1,0
S06388,6,1,1,75.82,37.39,16.0,8.0,0,0
S06389,2,0,0,92.67,65.4,29.0,2.0,0,0
S06390,6,0,1,92.68,42.87,27.0,4.0,0,0
S06391,7,0,1,63.01,35.08,38.0,0.0,0,0
S06392,4,0,1,100.0,55.1,25.0,0.0,0,0
S06393,3,1,1,,32.97,19.0,1.0,0,0
S06394,5,0,1,56.76,58.77,14.0,0.0,0,0
S06395,5,1,1,51.57,7.7,5.0,2.0,0,1
S06396,1,1,1,,25.36,6.0,2.0,1,0
S06397,5,1,1,77.01,71.14,29.0,3.0,0,0
S06398,2,1,1,68.14,43.76,27.0,1.0,1,0
S06399,5,0,0,62.52,35.43,15.0,,0,0
S06400,8,1,1,59.29,22.8,29.0,6.0,1,0
S06401,5,1,1,55.71,18.75,0.0,7.0,1,0
S06402,7,1,1,58.65,96.33774548051933,8.0,4.0,0,0
S06403,3,0,1,87.23,,21.0,6.0,0,0
S06404,8,0,1,99.05,99.8830001131517,32.0,0.0,0,0
S06405,7,1,1,99.98,44.17,29.0,,0,0
S06406,8,0,1,82.31,57.86,25.0,5.0,0,0
S06407,6,1,1,64.62,18.8,24.0,4.0,0,0
S06408,6,0,0,61.98,45.84,30.0,4.0,1,1
S06409,5,0,1,83.34,59.16,33.0,1.0,0,0
S06410,8,0,1,68.3,27.22,22.0,3.0,0,0
S06411,7,0,0,78.18,51.51,24.0,3.0,0,0
S06412,4,0,1,100.0,58.64,41.0,2.0,0,0
S06413,1,1,1,75.25,98.61459083489939,39.0,6.0,0,0
S06414,1,1,1,100.0,98.02838490508431,38.0,3.0,0,0
S06415,2,1,0,55.1,95.21631802406374,12.0,2.0,0,0
S06416,1,1,1,78.71,46.41,27.0,1.0,0,0
S06417,2,1,1,76.71,51.96,29.0,3.0,0,1
S06418,1,0,0,57.24,28.13,13.0,3.0,0,0
S06419,8,1,1,84.02,98.57738904539666,34.0,,0,0
S06420,1,1,0,94.96,56.62,33.0,5.0,0,0
S06421,6,1,0,100.0,61.2,42.0,2.0,1,0
S06422,3,0,1,78.17,26.84,17.0,1.0,0,0
S06423,2,1,1,43.5,7.48,0.0,8.0,1,1
S06424,6,0,1,79.15,43.68,22.0,2.0,1,0
S06425,8,0,1,83.13,52.66,27.0,1.0,0,0
S06426,7,1,1,68.47,43.23,7.0,1.0,0,0
S06427,8,1,1,75.23,45.4,19.0,6.0,0,0
S06428,5,0,0,64.75,48.23,30.0,1.0,0,0
S06429,6,0,0,69.99,95.62375401766586,26.0,2.0,0,0
S06430,2,1,1,87.26,47.39,29.0,8.0,0,0
S06431,7,0,1,92.84,57.33,21.0,6.0,0,0
S06432,6,0,0,52.94,41.27,26.0,0.0,2,0
S06433,3,1,1,64.33,41.45,16.0,6.0,1,0
S06434,3,1,1,48.17,29.12,15.0,5.0,1,1
S06435,5,0,1,99.57,63.0,36.0,0.0,0,0
S06436,1,0,0,85.06,50.02,28.0,0.0,1,0
S06437,7,0,1,41.98,13.59,24.0,5.0,1,1
S06438,3,0,1,71.03,56.43,27.0,0.0,0,0
S06439,1,1,1,,49.31,24.0,4.0,1,0
S06440,3,1,1,60.66,,18.0,2.0,1,0
S06441,7,0,1,87.54,58.34,31.0,3.0,1,0
S06442,3,0,1,87.2,42.76,26.0,10.0,0,0
S06443,5,0,1,76.04,36.06,25.0,2.0,0,0
S06444,7,0,0,62.38,29.07,16.0,5.0,0,0
S06445,1,0,1,62.5,30.93,15.0,4.0,1,0
S06446,7,0,0,72.66,37.03,15.0,4.0,0,0
S06447,3,1,1,65.14,21.82,18.0,1.0,1,0
S06448,6,0,1,71.91,19.29,20.0,3.0,2,0
S06449,2,1,0,80.37,39.52,40.0,8.0,2,0
S06450,2,0,1,49.0,22.53,22.0,2.0,1,1
S06451,7,1,1,60.63,45.35,17.0,4.0,1,0
S06452,7,1,1,71.49,18.97,,3.0,0,0
S06453,8,0,1,95.48,98.17825239158498,57.0,0.0,0,0
S06454,6,0,1,84.68,45.02,43.0,2.0,0,0
S06455,4,1,0,71.95,39.39,29.0,9.0,0,0
S06456,2,0,0,78.03,38.73,11.0,4.0,1,1
S06457,3,0,1,70.48,43.3,29.0,3.0,0,0
